Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_description,Price_frequence,mean_price_deviation
BMW,5 Series,2012,Sedan,132000.0,3000.0,Hybrid,Automatic,17900.0,9,14666.666666666666,1,2,0.739
Volkswagen,Caddy,2012,Minivan,317000.0,2000.0,Metan/Propan,Manual,10300.0,9,35222.22222222222,0,2,0.83
Ford,Fiesta,1991,Hatchback,99999.0,1199.0,Petrol,Manual,800.0,30,3333.3,1,0,-0.807
BMW,5 Series,2014,Sedan,126000.0,2000.0,Diesel,Automatic,16500.0,7,18000.0,1,2,0.603
Volkswagen,Passat,2004,Sedan,34000.0,1800.0,Petrol,Manual,3150.0,17,2000.0,1,0,-0.518
BMW,5 Series,1994,Sedan,251342.0,2500.0,Metan/Propan,Manual,2350.0,27,9308.962962962964,0,0,-0.772
Toyota,Prius,2010,Hatchback,320000.0,1800.0,Metan/Propan,Automatic,6600.0,11,29090.90909090909,0,2,-0.202
Mercedes,R Class,2013,SUV,187000.0,3500.0,Diesel,Automatic,9800.0,8,23375.0,2,5,
Vaz,2115,2014,Sedan,25000.0,1500.0,Petrol,Manual,1450.0,7,3571.428571428572,1,0,-0.14
Seat,Cordoba,2005,Sedan,190000.0,1400.0,Diesel,Manual,2799.0,16,11875.0,2,0,0.245
Volkswagen,Transporter,2012,Minivan,122000.0,2000.0,Diesel,Manual,6299.0,9,13555.555555555557,1,2,0.056
Mercedes,S Class,1998,Sedan,123000.0,3000.0,Diesel,Automatic,4299.0,23,5347.826086956522,1,0,-0.759
Mercedes,GLE,2016,SUV,40000.0,2200.0,Diesel,Automatic,19599.0,5,8000.0,1,2,-0.518
BMW,5 Series,2003,Sedan,240000.0,3000.0,Diesel,Automatic,2400.0,18,13333.333333333334,0,0,-0.767
Toyota,Auris,2007,Hatchback,200000.0,1400.0,Petrol,Manual,4999.0,14,14285.714285714286,2,0,-0.392
BMW,i3,2017,Hatchback,40000.0,650.0,Electric,Automatic,18999.0,4,10000.0,1,5,
Mercedes,E Class,2004,Sedan,302450.0,2200.0,Diesel,Automatic,3250.0,17,17791.176470588234,0,0,-0.701
Renault,Megane,2004,Sedan,255000.0,1600.0,Petrol,Automatic,3200.0,17,15000.0,0,0,-0.43
Opel,Astra,1992,Hatchback,218000.0,1400.0,Petrol,Manual,800.0,29,7517.241379310345,0,0,-0.819
Skoda,Octavia,2010,Sedan,200000.0,1200.0,Petrol,Manual,5400.0,11,18181.81818181818,2,2,-0.319
Other,9-3,2006,Universal,280000.0,1900.0,Diesel,Automatic,4900.0,15,18666.666666666668,0,3,
Other,Actyon,2008,Crossover,130000.0,2300.0,Metan/Propan,Manual,5300.0,13,10000.0,1,5,
Peugeot,607,2005,Sedan,272000.0,2179.0,Diesel,Automatic,5500.0,16,17000.0,0,5,
Peugeot,607,2005,Sedan,271000.0,2179.0,Diesel,Automatic,5499.0,16,16937.5,0,5,
Ford,Fusion,2015,Sedan,140000.0,2000.0,Hybrid,Automatic,11000.0,6,23333.33333333333,1,2,0.084
KIA,Sportage,2012,Crossover,90805.0,2000.0,Metan/Propan,Automatic,11000.0,9,10089.444444444443,1,2,-0.171
Renault,Kangoo,2005,Minivan,224229.0,1900.0,Diesel,Manual,2900.0,16,14014.3125,0,0,-0.253
Subaru,Legacy,1992,Universal,320000.0,1998.0,Metan/Propan,Manual,1500.0,29,11034.48275862069,0,0,-0.705
Skoda,Superb,2002,Sedan,357000.0,1800.0,Metan/Propan,Manual,4299.0,19,18789.473684210527,0,0,-0.676
Vaz,2107,2000,Sedan,32500.0,1500.0,Petrol,Manual,1650.0,21,1547.6190476190477,1,0,-0.6
Renault,Grand Scenic,2017,Minivan,148800.0,1500.0,Diesel,Automatic,14500.0,4,37200.0,2,2,1.065
Honda,CR-V,2008,Crossover,300000.0,2200.0,Diesel,Manual,9200.0,13,23076.92307692308,0,2,-0.265
Audi,A6,2009,Universal,150000.0,2800.0,Petrol,Automatic,4500.0,12,12500.0,2,0,-0.551
Dacia,Sandero,2014,Hatchback,300000.0,1200.0,Metan/Propan,Manual,3700.0,7,42857.142857142855,0,0,-0.057
Ford,Fiesta,2016,Hatchback,175000.0,1500.0,Diesel,Manual,6600.0,5,35000.0,2,2,0.591
Lexus,GS Series,2016,Sedan,147000.0,2500.0,Hybrid,Automatic,32500.0,5,29400.0,2,2,1.524
Volkswagen,Caddy,2008,Minivan,291582.0,1968.0,Diesel,Manual,4350.0,13,22429.384615384617,0,0,-0.227
Volkswagen,Passat,2013,Universal,190000.0,1400.0,Metan/Propan,Automatic,7700.0,8,23750.0,2,2,0.179
Audi,A6,2012,Sedan,143000.0,2000.0,Petrol,Automatic,13700.0,9,15888.888888888889,1,2,0.367
Mercedes,E Class,2008,Sedan,245000.0,1796.0,Metan/Propan,Automatic,9000.0,13,18846.153846153848,0,2,-0.172
Mercedes,Vito,2002,Minivan,22222.0,2200.0,Diesel,Manual,3000.0,19,1169.578947368421,1,0,-0.623
Renault,Kangoo,2012,Minivan,161000.0,1500.0,Diesel,Manual,5800.0,9,17888.88888888889,2,2,0.495
Dacia,Lodgy,2013,Universal,163000.0,1500.0,Diesel,Manual,6200.0,8,20375.0,2,2,-0.072
Volkswagen,Golf,2011,Hatchback,178800.0,1390.0,Petrol,Manual,7300.0,10,17880.0,2,2,0.275
Mercedes,E Class,2006,Sedan,240000.0,3000.0,Diesel,Automatic,3600.0,15,16000.0,0,0,-0.669
Other,on-DO,2015,Sedan,223000.0,1600.0,Metan/Propan,Manual,2999.0,6,37166.66666666666,0,3,
Opel,Astra,2010,Universal,238000.0,1300.0,Diesel,Manual,4800.0,11,21636.36363636364,0,0,0.088
Renault,Megane,2002,Universal,155000.0,1600.0,Petrol,Manual,3000.0,19,8157.894736842105,2,0,-0.466
Other,Breez,2008,Sedan,36696.0,1300.0,Petrol,Automatic,650.0,13,2822.769230769231,1,3,
Volkswagen,Golf,2015,Hatchback,127000.0,1200.0,Petrol,Automatic,9300.0,6,21166.666666666668,1,2,0.624
Dacia,Logan,2018,Sedan,67000.0,1000.0,Petrol,Manual,4500.0,3,22333.33333333333,1,0,0.316
BMW,1 Series,2015,Hatchback,11111.0,1500.0,Petrol,Manual,8999.0,6,1851.8333333333333,1,2,0.057
Citroen,C-Elysee,2018,Sedan,2600.0,1200.0,Petrol,Manual,7500.0,3,866.6666666666666,1,5,
Audi,A3,2011,Hatchback,153000.0,1400.0,Petrol,Automatic,9500.0,10,15300.0,2,2,0.006
Volkswagen,Lupo,1999,Coupe,250000.0,1400.0,Petrol,Manual,1500.0,22,11363.636363636364,0,3,
Dacia,Duster,2017,SUV,135000.0,1500.0,Diesel,Manual,14490.0,4,33750.0,1,2,0.681
Mercedes,E Class,2009,Minivan,145000.0,3200.0,Diesel,Automatic,3800.0,12,12083.333333333334,1,0,-0.65
Renault,Megane,2018,Minivan,60000.0,1500.0,Diesel,Automatic,9999.0,3,20000.0,1,2,0.78
Skoda,Superb,2014,Universal,245000.0,2000.0,Diesel,Automatic,13400.0,7,35000.0,0,2,0.009
Volkswagen,Passat,2015,Universal,210000.0,2000.0,Diesel,Automatic,16500.0,6,35000.0,2,2,1.525
Toyota,Rav 4,2004,SUV,340000.0,2000.0,Petrol,Automatic,5300.0,17,20000.0,0,2,-0.602
Audi,Q3,2012,Crossover,130000.0,2000.0,Diesel,Automatic,15500.0,9,14444.444444444443,1,2,-0.185
Volkswagen,Passat,2010,Universal,208202.0,1600.0,Diesel,Manual,7499.0,11,18927.454545454544,2,2,0.148
Volkswagen,Polo,2005,Hatchback,24480.0,1400.0,Petrol,Manual,3500.0,16,1530.0,1,0,-0.233
Jaguar,XE,2011,Sedan,76000.0,3000.0,Diesel,Automatic,17500.0,10,7600.0,1,5,
Toyota,Auris,2010,Hatchback,215000.0,1461.0,Diesel,Manual,6550.0,11,19545.454545454544,0,2,-0.204
Mitsubishi,Grandis,2006,Minivan,350000.0,2000.0,Diesel,Manual,3500.0,15,23333.33333333333,0,3,
Mercedes,Citan,2012,Universal,145000.0,1500.0,Diesel,Manual,8490.0,9,16111.111111111111,1,2,0.09
Ford,Escape,2016,SUV,150000.0,1500.0,Petrol,Automatic,11000.0,5,30000.0,2,2,-0.112
BMW,3 Series,1997,Universal,400000.0,1800.0,Petrol,Manual,1500.0,24,16666.666666666668,0,0,-0.784
Mercedes,E Class,1999,Sedan,250000.0,2400.0,Petrol,Manual,4490.0,22,11363.636363636364,0,0,-0.587
Volkswagen,Golf Plus,2010,Hatchback,202020.0,1400.0,Petrol,Manual,5900.0,11,18365.454545454544,2,2,0.018
Vaz,2114,2006,Hatchback,145000.0,1500.0,Petrol,Manual,1560.0,15,9666.666666666666,1,3,
BMW,X5,2008,SUV,235000.0,3000.0,Diesel,Automatic,10900.0,13,18076.92307692308,0,2,-0.431
Opel,Astra,2009,Universal,200000.0,1400.0,Petrol,Manual,4200.0,12,16666.666666666668,2,0,-0.048
Volkswagen,Passat,1994,Sedan,20000.0,1900.0,Diesel,Manual,1650.0,27,740.7407407407408,1,0,-0.747
Mercedes,GLE,2014,SUV,215000.0,2200.0,Diesel,Automatic,23500.0,7,30714.285714285717,0,2,-0.422
Volkswagen,Multivan,2017,Microvan,82608.0,2000.0,Diesel,Automatic,34500.0,4,20652.0,1,5,
Other,Stelvio,2017,Crossover,67000.0,1995.0,Petrol,Automatic,33000.0,4,16750.0,1,5,
Toyota,Hilux,2020,Pickup,5000.0,2400.0,Diesel,Automatic,35000.0,1,5000.0,1,5,
Mitsubishi,Galant,1995,Sedan,320000.0,1998.0,Petrol,Manual,1800.0,26,12307.692307692309,0,0,-0.125
Mercedes,GLA,2020,Crossover,13000.0,1600.0,Petrol,Automatic,27000.0,1,13000.0,1,2,0.392
Other,Musa,2009,Minivan,171000.0,1248.0,Diesel,Manual,4300.0,12,14250.0,2,3,
Dacia,Sandero,2015,Hatchback,144000.0,900.0,Petrol,Manual,4650.0,6,24000.0,1,0,0.186
Opel,Astra,2000,Universal,308000.0,1998.0,Diesel,Manual,2400.0,21,14666.666666666666,0,0,-0.456
Toyota,Avensis,2006,Sedan,230000.0,2000.0,Petrol,Manual,4350.0,15,15333.333333333334,0,0,-0.386
Volkswagen,Jetta,2017,Sedan,59000.0,1400.0,Petrol,Automatic,9600.0,4,14750.0,1,2,0.234
Opel,Zafira,2008,Minivan,167000.0,1600.0,Metan/Propan,Manual,6500.0,13,12846.153846153846,2,2,0.537
Toyota,Avensis,2003,Universal,220000.0,2000.0,Petrol,Manual,4950.0,18,12222.222222222224,0,0,-0.301
BMW,X4,2014,SUV,125000.0,2000.0,Diesel,Automatic,26000.0,7,17857.14285714286,1,2,-0.14
Hyundai,IONIQ,2020,Hatchback,25000.0,1599.0,Plug-in Hybrid,Automatic,13000.0,1,25000.0,1,5,
Lexus,Es Series,2013,Sedan,173000.0,2500.0,Hybrid,Automatic,16900.0,8,21625.0,2,2,0.004
Opel,Combo,2008,Combi,220000.0,1300.0,Diesel,Manual,3300.0,13,16923.076923076922,0,0,-0.194
Lexus,GS Series,2006,Sedan,245000.0,3000.0,Petrol,Automatic,7999.0,15,16333.333333333334,0,2,-0.379
Toyota,Avensis Verso,2001,Universal,290420.0,2000.0,Diesel,Manual,4750.0,20,14521.0,0,0,-0.008
Hyundai,Santa FE,2007,SUV,290000.0,2188.0,Diesel,Automatic,4250.0,14,20714.285714285717,0,0,-0.741
Renault,Megane,2015,Universal,179000.0,1498.0,Diesel,Manual,6940.0,6,29833.33333333333,2,2,0.236
Fiat,Doblo Cargo,2010,Minivan,188000.0,1400.0,Metan/Propan,Manual,3999.0,11,17090.909090909092,2,3,
BMW,X5,2014,Crossover,117400.0,3000.0,Petrol,Automatic,29999.0,7,16771.428571428572,1,2,0.566
Audi,A4,2011,Universal,210000.0,1998.0,Petrol,Automatic,10999.0,10,21000.0,2,2,0.375
Audi,A8,2004,Sedan,147000.0,3000.0,Metan/Propan,Automatic,11300.0,17,8647.058823529413,2,2,-0.337
Audi,Allroad,2011,Universal,210000.0,1998.0,Petrol,Automatic,10999.0,10,21000.0,2,2,0.205
Toyota,Corolla,2006,Hatchback,300000.0,1364.0,Diesel,Manual,5300.0,15,20000.0,0,2,-0.071
Audi,A4,2018,Sedan,70000.0,1998.0,Petrol,Automatic,23990.0,3,23333.33333333333,1,2,1.999
Toyota,Corolla,2006,Universal,338000.0,1400.0,Diesel,Manual,4500.0,15,22533.33333333333,0,0,-0.211
Volkswagen,Jetta,2006,Sedan,170000.0,2000.0,Petrol,Automatic,6500.0,15,11333.333333333334,2,2,-0.164
KIA,Ceed,2012,Hatchback,199000.0,1400.0,Diesel,Manual,6950.0,9,22111.11111111111,2,2,0.23
Chevrolet,Captiva,2015,Minivan,113819.0,2200.0,Diesel,Manual,12500.0,6,18969.83333333333,1,2,0.235
Renault,Kadjar,2017,Crossover,27000.0,1200.0,Petrol,Automatic,11899.0,4,6750.0,1,2,-0.097
BMW,5 Series,2013,Sedan,190000.0,1995.0,Diesel,Automatic,18000.0,8,23750.0,2,2,0.749
Toyota,Corolla,2005,Hatchback,310000.0,1400.0,Diesel,Automatic,6000.0,16,19375.0,0,2,0.052
KIA,Optima,2012,Sedan,122600.0,2000.0,Petrol,Automatic,10090.0,9,13622.222222222224,1,2,-0.278
Lexus,RX Series,2014,SUV,56000.0,3500.0,Hybrid,Automatic,25900.0,7,8000.0,1,2,0.273
Mercedes,Citan,2012,Minivan,248000.0,1500.0,Diesel,Manual,7700.0,9,27555.555555555555,0,2,-0.011
Mercedes,E Class,2014,Universal,215000.0,2200.0,Hybrid,Automatic,15400.0,7,30714.285714285717,0,2,0.417
Volkswagen,Transporter,2011,Minivan,193000.0,2000.0,Diesel,Manual,11700.0,10,19300.0,2,2,0.961
Toyota,Auris,2009,Sedan,187000.0,1400.0,Petrol,Manual,4950.0,12,15583.333333333334,2,0,-0.398
Audi,A4,2001,Universal,340000.0,2500.0,Diesel,Manual,4000.0,20,17000.0,0,0,-0.5
Renault,Grand Scenic,2004,Minivan,253425.0,1500.0,Diesel,Manual,3550.0,17,14907.35294117647,0,0,-0.494
Lexus,RX Series,2016,Sedan,50000.0,3500.0,Hybrid,Automatic,43000.0,5,10000.0,1,2,1.113
KIA,Sportage,2011,Crossover,114208.0,2000.0,Petrol,Automatic,12000.0,10,11420.8,1,2,-0.095
Mazda,3,2010,Sedan,190000.0,1600.0,Petrol,Manual,5500.0,11,17272.727272727272,2,2,0.078
BMW,5 Series,2014,Sedan,173000.0,2800.0,Petrol,Automatic,20500.0,7,24714.285714285717,2,2,0.992
Volkswagen,Passat,2001,Sedan,203000.0,1900.0,Diesel,Manual,3800.0,20,10150.0,2,0,-0.418
BMW,7 Series,2011,Sedan,170000.0,500.0,Petrol,Automatic,7800.0,10,17000.0,2,2,-0.547
Volkswagen,Caddy,2013,Minivan,171000.0,2000.0,Diesel,Manual,8500.0,8,21375.0,2,2,0.51
Opel,Combo,1998,Minivan,3845.0,1700.0,Diesel,Manual,1300.0,23,167.17391304347825,1,0,-0.683
Mercedes,E Class,2003,Sedan,278000.0,2148.0,Diesel,Automatic,3500.0,18,15444.444444444443,0,0,-0.678
Honda,Insight,2009,Hatchback,208000.0,1300.0,Hybrid,Automatic,6000.0,12,17333.333333333332,2,2,-0.191
Mercedes,Series (W123),1982,Sedan,26678.0,200.0,Diesel,Manual,2199.0,39,684.0512820512821,1,3,
Chevrolet,Captiva,2006,SUV,199599.0,2400.0,Petrol,Automatic,6999.0,15,13306.6,2,2,-0.309
Vaz,2107,2007,Sedan,68802.0,1500.0,Petrol,Manual,1600.0,14,4914.428571428572,1,0,-0.612
Volkswagen,Multivan,2005,Microvan,310000.0,2500.0,Diesel,Manual,8000.0,16,19375.0,0,5,
Toyota,Avensis,2006,Minivan,341254.0,2200.0,Diesel,Manual,1600.0,15,22750.266666666663,0,0,-0.774
Ford,Fusion,2013,Sedan,154000.0,1999.0,Hybrid,Automatic,10250.0,8,19250.0,2,2,0.01
Mercedes,E Class,2011,Sedan,390000.0,2200.0,Diesel,Manual,10900.0,10,39000.0,0,2,0.003
Toyota,Auris,2010,Hatchback,166000.0,1400.0,Diesel,Manual,6000.0,11,15090.90909090909,2,2,-0.271
Opel,Astra,2012,Universal,176523.0,1300.0,Diesel,Manual,6350.0,9,19613.666666666668,2,2,0.439
Audi,A4,2009,Universal,165000.0,2995.0,Petrol,Automatic,14800.0,12,13750.0,2,2,0.85
Toyota,Corolla Verso,2008,Universal,209000.0,1596.0,Metan/Propan,Manual,6590.0,13,16076.923076923076,2,2,0.175
Toyota,Corolla,2005,Hatchback,349770.0,1400.0,Diesel,Manual,5200.0,16,21860.625,0,2,-0.088
Volkswagen,Golf,2012,Universal,142000.0,1400.0,Petrol,Manual,7200.0,9,15777.777777777776,1,2,0.257
BMW,X3,2006,Crossover,280000.0,2000.0,Diesel,Manual,8750.0,15,18666.666666666668,0,2,-0.45
Skoda,Fabia,2004,Universal,216000.0,1200.0,Petrol,Manual,2700.0,17,12705.882352941177,0,0,-0.442
Skoda,Superb,2019,Sedan,87000.0,2000.0,Petrol,Automatic,32000.0,2,43500.0,1,2,1.41
Seat,Toledo,1994,Hatchback,300000.0,1800.0,Petrol,Manual,1000.0,27,11111.111111111111,0,3,
Mercedes,C Class,2015,Sedan,160000.0,1994.0,Plug-in Hybrid,Automatic,18950.0,6,26666.666666666668,2,2,1.188
Skoda,Superb,2016,Sedan,87000.0,2000.0,Petrol,Automatic,18500.0,5,17400.0,1,2,0.393
Dacia,Logan Mcv,2009,Universal,260000.0,1600.0,Petrol,Manual,4350.0,12,21666.666666666668,0,0,-0.078
KIA,Sportage,2013,Crossover,114457.0,1998.0,Petrol,Automatic,13750.0,8,14307.125,1,2,0.037
Opel,Vectra,1999,Sedan,270000.0,1600.0,Petrol,Manual,1500.0,22,12272.727272727272,0,0,-0.291
Skoda,Octavia,2014,Sedan,151000.0,1400.0,Petrol,Automatic,11300.0,7,21571.42857142857,2,2,0.425
Ford,Mondeo,2008,Sedan,220000.0,2000.0,Petrol,Manual,5500.0,13,16923.076923076922,0,2,-0.228
Mercedes,CLA,2013,Sedan,127000.0,1600.0,Petrol,Automatic,17000.0,8,15875.0,1,5,
Dacia,Logan Mcv,2007,Universal,290231.0,1400.0,Metan/Propan,Manual,2350.0,14,20730.785714285717,0,0,-0.502
Audi,A6,2016,Sedan,102800.0,1968.0,Diesel,Automatic,21500.0,5,20560.0,1,2,1.146
BMW,X5,2006,Crossover,310000.0,3000.0,Diesel,Manual,5000.0,15,20666.666666666668,0,0,-0.739
BMW,5 Series,2018,Universal,143000.0,1995.0,Diesel,Automatic,32500.0,3,47666.66666666666,1,2,2.158
Mercedes,E Class,2016,Sedan,50000.0,1991.0,Plug-in Hybrid,Automatic,39900.0,5,10000.0,1,2,2.672
KIA,Carnival,2002,Minivan,190000.0,2900.0,Diesel,Automatic,3200.0,19,10000.0,2,0,-0.82
BMW,5 Series,2012,Sedan,175000.0,2000.0,Petrol,Automatic,14000.0,9,19444.444444444445,2,2,0.36
Opel,Zafira,2004,Minivan,160000.0,1800.0,Petrol,Manual,4300.0,17,9411.764705882351,2,0,0.017
Volkswagen,Passat,2000,Universal,327000.0,1900.0,Diesel,Manual,3450.0,21,15571.42857142857,0,0,-0.472
Renault,Megane,2016,Sedan,143000.0,1500.0,Diesel,Manual,11300.0,5,28600.0,1,2,1.012
Opel,Grandland X,2018,SUV,114000.0,1500.0,Diesel,Automatic,14250.0,3,38000.0,1,5,
Mitsubishi,Outlander,2003,Crossover,207000.0,2000.0,Metan/Propan,Manual,5350.0,18,11500.0,2,2,-0.529
Skoda,Superb,2013,Sedan,85000.0,1400.0,Petrol,Manual,10200.0,8,10625.0,1,2,-0.232
Dacia,Logan,2005,Sedan,230000.0,1600.0,Metan/Propan,Manual,3500.0,16,14375.0,0,0,0.024
Renault,Megane,2013,Universal,186000.0,1500.0,Diesel,Automatic,6300.0,8,23250.0,2,2,0.122
Hyundai,Santa FE,2006,SUV,260000.0,2200.0,Diesel,Automatic,9000.0,15,17333.333333333332,0,2,-0.451
BMW,X5,2007,Crossover,186000.0,4800.0,Petrol,Automatic,19000.0,14,13285.714285714286,2,2,-0.008
BMW,5 Series,2001,Universal,123456.0,2200.0,Metan/Propan,Manual,3200.0,20,6172.8,1,0,-0.689
Mercedes,E Class,2002,Sedan,296000.0,2200.0,Diesel,Automatic,1650.0,19,15578.947368421052,0,0,-0.848
Skoda,Octavia,2003,Hatchback,219900.0,1600.0,Petrol,Manual,4500.0,18,12216.666666666666,0,0,-0.433
Toyota,Hiace,2011,Minivan,157445.0,2500.0,Diesel,Manual,10700.0,10,15744.5,2,5,
Mercedes,M Class,2004,SUV,298000.0,2700.0,Diesel,Automatic,7800.0,17,17529.41176470588,0,2,-0.51
Dacia,Logan Mcv,2011,Universal,165000.0,1500.0,Diesel,Manual,5850.0,10,16500.0,2,2,0.24
Mercedes,E Class,2014,Sedan,157000.0,220.0,Diesel,Automatic,18999.0,7,22428.571428571428,2,2,0.748
Mercedes,M Class,2012,Crossover,160000.0,3000.0,Diesel,Automatic,26800.0,9,17777.777777777777,2,2,0.685
Renault,Megane,2005,Universal,370123.0,1500.0,Diesel,Manual,2300.0,16,23132.6875,0,0,-0.59
Skoda,Superb,2017,Sedan,180000.0,2000.0,Diesel,Automatic,15000.0,4,45000.0,2,2,0.129
Toyota,Auris,2015,Hatchback,168000.0,1800.0,Petrol,Automatic,11250.0,6,28000.0,2,2,0.367
Volkswagen,Golf,2006,Hatchback,248000.0,1896.0,Diesel,Manual,4200.0,15,16533.333333333332,0,0,-0.267
Lexus,CT Series,2012,Hatchback,180000.0,1800.0,Hybrid,Automatic,10500.0,9,20000.0,2,2,-0.082
Lexus,Es Series,2016,Sedan,174000.0,2500.0,Hybrid,Automatic,22999.0,5,34800.0,2,2,0.366
Nissan,X-Trail,2016,Crossover,163200.0,1600.0,Diesel,Automatic,16100.0,5,32640.0,2,2,0.5
Volkswagen,Vento,1994,Hatchback,266666.0,1900.0,Diesel,Manual,2600.0,27,9876.518518518518,0,0,0.074
Mercedes,Vito,2001,Hatchback,296036.0,2200.0,Diesel,Manual,3500.0,20,14801.8,0,0,-0.56
KIA,Cerato,2013,Sedan,74000.0,1591.0,Petrol,Manual,8599.0,8,9250.0,1,5,
Mercedes,E Class,2014,Sedan,223000.0,2200.0,Diesel,Automatic,20500.0,7,31857.14285714286,0,2,0.886
Mitsubishi,Outlander,2015,Crossover,182000.0,2000.0,Plug-in Hybrid,Automatic,13900.0,6,30333.33333333333,2,2,0.225
Jaguar,X-Type,2002,Sedan,180000.0,2099.0,Petrol,Manual,5499.0,19,9473.684210526317,2,5,
Renault,Megane,2011,Universal,120000.0,1480.0,Diesel,Manual,6200.0,10,12000.0,1,2,0.104
Nissan,X-Trail,2006,Crossover,310000.0,2200.0,Diesel,Manual,6500.0,15,20666.666666666668,0,2,-0.394
Renault,Megane,2011,Hatchback,132000.0,1456.0,Diesel,Manual,5299.0,10,13200.0,1,2,-0.057
Honda,Accord,2009,Sedan,158000.0,1997.0,Metan/Propan,Automatic,8900.0,12,13166.666666666666,2,2,0.158
BMW,5 Series,1991,Sedan,263000.0,1991.0,Petrol,Manual,2000.0,30,8766.666666666666,0,0,-0.806
Mercedes,M Class,2001,SUV,250000.0,3200.0,Petrol,Automatic,4600.0,20,12500.0,0,0,-0.711
Renault,Vel Satis,2002,Hatchback,237000.0,2190.0,Diesel,Manual,3350.0,19,12473.684210526317,0,3,
Skoda,Superb,2006,Sedan,340000.0,1900.0,Diesel,Automatic,6300.0,15,22666.666666666668,0,2,-0.526
Chevrolet,Aveo,2006,Sedan,263000.0,1400.0,Metan/Propan,Manual,3150.0,15,17533.333333333332,0,0,-0.144
Dacia,Logan Mcv,2008,Universal,252000.0,1349.0,Metan/Propan,Manual,3000.0,13,19384.615384615383,0,0,-0.364
Toyota,Corolla,1997,Universal,111111.0,1600.0,Petrol,Manual,1650.0,24,4629.625,1,0,-0.711
Nissan,Micra,2004,Hatchback,240500.0,1200.0,Petrol,Manual,2400.0,17,14147.058823529413,0,0,-0.247
BMW,5 Series,2013,Sedan,170000.0,3000.0,Hybrid,Automatic,10500.0,8,21250.0,2,2,0.02
Renault,Megane,2006,Universal,1800.0,1500.0,Diesel,Manual,3350.0,15,120.0,1,0,-0.404
BMW,X6,2009,Universal,14000.0,3000.0,Petrol,Automatic,22000.0,12,1166.6666666666667,1,2,-0.256
BMW,5 Series,1996,Sedan,321339.0,2500.0,Petrol,Manual,4300.0,25,12853.56,0,0,-0.582
Opel,Antara,2010,Crossover,74500.0,3195.0,Petrol,Automatic,9000.0,11,6772.727272727273,1,5,
Opel,Astra,1996,Universal,222222.0,1700.0,Diesel,Manual,950.0,25,8888.88,0,0,-0.785
Skoda,Octavia,2018,Sedan,92000.0,1400.0,Petrol,Manual,11898.0,3,30666.666666666668,1,2,0.5
Other,MKZ,2016,Sedan,76000.0,2000.0,Hybrid,Automatic,17900.0,5,15200.0,1,2,0.206
BMW,X3,2008,Crossover,180624.0,2000.0,Diesel,Manual,8000.0,13,13894.153846153846,2,2,-0.498
Mitsubishi,Eclipse Cross,2018,Crossover,24000.0,1500.0,Petrol,Automatic,16200.0,3,8000.0,1,5,
Volkswagen,Caddy,2006,Microvan,376521.0,1900.0,Diesel,Manual,3999.0,15,25101.4,0,0,-0.29
Chevrolet,Aveo,2012,Hatchback,180000.0,1300.0,Diesel,Manual,5000.0,9,20000.0,2,0,0.359
Volkswagen,Phaeton,2006,Sedan,287000.0,3000.0,Diesel,Automatic,11000.0,15,19133.33333333333,0,2,0.273
Mercedes,E Class,2010,Sedan,90000.0,2200.0,Diesel,Automatic,9999.0,11,8181.818181818182,1,2,-0.08
Vaz,2114,2012,Hatchback,80000.0,1600.0,Petrol,Manual,2500.0,9,8888.888888888889,1,3,
Ford,Fusion,2010,Hatchback,166700.0,1400.0,Diesel,Manual,4650.0,11,15154.545454545454,2,0,-0.542
Ford,Fusion,2010,Hatchback,169217.0,1400.0,Diesel,Manual,4800.0,11,15383.363636363636,2,0,-0.527
Dacia,Sandero,2010,Hatchback,144245.0,1400.0,Petrol,Manual,3499.0,11,13113.181818181818,1,0,-0.108
Dacia,Logan,2006,Sedan,171000.0,1400.0,Petrol,Manual,2599.0,15,11400.0,2,0,-0.24
Dacia,Logan Mcv,2010,Universal,220000.0,1400.0,Petrol,Manual,4200.0,11,20000.0,0,0,-0.109
Dacia,Logan,2012,Sedan,146500.0,1200.0,Metan/Propan,Manual,3400.0,9,16277.777777777776,2,0,-0.005
Mercedes,E Class,2002,Sedan,250000.0,2700.0,Diesel,Manual,2000.0,19,13157.894736842103,0,0,-0.816
Toyota,Auris,2013,Sedan,154000.0,1400.0,Diesel,Manual,8950.0,8,19250.0,2,2,0.088
Nissan,Juke,2011,Crossover,140000.0,1500.0,Diesel,Manual,8400.0,10,14000.0,1,2,-0.084
Mercedes,GLE Coupe,2018,SUV,71000.0,3000.0,Petrol,Automatic,59900.0,3,23666.666666666668,1,1,0.159
Mazda,CX-7,2008,Crossover,250000.0,2267.0,Petrol,Automatic,4500.0,13,19230.76923076923,0,3,
Opel,Zafira,2005,Universal,11111.0,1600.0,Metan/Propan,Manual,4000.0,16,694.4375,1,0,-0.054
Mercedes,GLK Class,2014,Crossover,128469.0,2200.0,Diesel,Automatic,18999.0,7,18352.714285714286,1,2,0.102
Audi,A6,2016,Sedan,42000.0,2000.0,Petrol,Automatic,20200.0,5,8400.0,1,2,1.016
Volvo,XC60,2014,SUV,180224.0,2000.0,Diesel,Automatic,16999.0,7,25746.285714285717,2,2,-0.073
Opel,Astra,2009,Universal,12456.0,1300.0,Diesel,Manual,2200.0,12,1038.0,1,0,-0.502
